,path,D_IMRANG,FILTER01,OBS-MOD,RET-POS1,U_FLC,GAIN,EXPTIME,diff,diff_std,sum,sum_std
1022,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:31:33.830176.cam1.B_collapsed_diff.fits,107.5,675-50,IPOL,101.25,B,0.105,0.0471744,6038,218.48936,7286,247.24931
560,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:39:50.087989.cam1.B_collapsed_diff.fits,107.5,725-50,IPOL,101.25,B,0.105,0.0471744,11688,420.21158,13966,465.90753
57,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:43:34.142704.cam1.B_collapsed_diff.fits,107.5,750-50,IPOL,101.25,B,0.105,0.0471744,10587,409.4358,13674,455.08835
843,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:51:42.824702.cam1.B_collapsed_diff.fits,107.5,775-50,IPOL,101.25,B,0.105,0.0471744,3902,195.17036,5733,215.40962
122,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_23:38:37.257528.cam1.B_collapsed_diff.fits,107.5,Open,IPOL_MBI,101.25,B,0.105,0.0962496,[13071.  21575.5  9267.   1367. ],[530.84139003 492.18987267 269.38464647 104.36496359],[17508.5 28150.  13105.   3540. ],[590.64620442 553.38132245 276.5853152   99.72575081]
550,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:19:12.094132.cam1.A_collapsed_diff.fits,70,Open,IPOL,112.5,A,0.105,0.0471744,23803,928.6215,33955,1175.2762
7,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:25:40.637090.cam1.A_collapsed_diff.fits,70,625-50,IPOL,112.5,A,0.105,0.0471744,-753,67.95481,1778,82.623886
345,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:33:42.161099.cam1.A_collapsed_diff.fits,70,675-50,IPOL,112.5,A,0.105,0.0471744,-365.5,150.04137,7318,279.49545
523,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:37:42.424006.cam1.A_collapsed_diff.fits,70,725-50,IPOL,112.5,A,0.105,0.0471744,7824,330.2658,13722,495.72073
695,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:45:42.949835.cam1.A_collapsed_diff.fits,70,750-50,IPOL,112.5,A,0.105,0.0471744,10386,401.48413,15030.5,536.44385
349,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:49:35.314348.cam1.A_collapsed_diff.fits,70,775-50,IPOL,112.5,A,0.105,0.0471744,6343,260.90628,8620,330.00684
722,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_23:36:01.302200.cam1.A_collapsed_diff.fits,70,Open,IPOL_MBI,112.5,A,0.105,0.0962496,[19975.  20022.   6808.   1511.5],[716.15523807 506.47142003 296.4742138   99.54840824],[24193.  28118.  13175.   3598.5],[768.18289185 617.13094893 316.99745184 106.67286917]
477,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:19:12.094132.cam1.B_collapsed_diff.fits,70,Open,IPOL,112.5,B,0.105,0.0471744,-31122,1190.7228,35443,1215.0787
1073,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:25:40.637090.cam1.B_collapsed_diff.fits,70,625-50,IPOL,112.5,B,0.105,0.0471744,129,62.884987,1749,81.18682
240,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:33:42.161099.cam1.B_collapsed_diff.fits,70,675-50,IPOL,112.5,B,0.105,0.0471744,-1926,218.40355,7366,281.8587
513,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:37:42.424006.cam1.B_collapsed_diff.fits,70,725-50,IPOL,112.5,B,0.105,0.0471744,-11615,463.62665,14420,514.02155
719,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:45:42.949835.cam1.B_collapsed_diff.fits,70,750-50,IPOL,112.5,B,0.105,0.0471744,-14114,534.3614,15745,560.0717
976,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:49:35.314348.cam1.B_collapsed_diff.fits,70,775-50,IPOL,112.5,B,0.105,0.0471744,-8268,327.85666,8859,340.71747
348,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_23:36:01.302200.cam1.B_collapsed_diff.fits,70,Open,IPOL_MBI,112.5,B,0.105,0.0962496,[-22433.  -27260.5  -9717.5  -2039. ],[848.37449479 966.19026014 334.73031691 116.47011175],[22977.  29909.  13932.5  3821. ],[838.47249941 886.1200141  383.71337415 125.8683288 ]
651,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:21:15.657913.cam1.A_collapsed_diff.fits,107.5,Open,IPOL,112.5,A,0.105,0.0471744,-25688,777.7355,32152,1036.1206
1047,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:27:45.599597.cam1.A_collapsed_diff.fits,107.5,625-50,IPOL,112.5,A,0.105,0.0471744,-1284,73.30412,1779,357.24945
394,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:31:37.739706.cam1.A_collapsed_diff.fits,107.5,675-50,IPOL,112.5,A,0.105,0.0471744,-5737,206.11823,7732,265.03238
703,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:39:46.178483.cam1.A_collapsed_diff.fits,107.5,725-50,IPOL,112.5,A,0.105,0.0471744,-12171,378.5176,14664,484.36606
154,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:43:38.528426.cam1.A_collapsed_diff.fits,107.5,750-50,IPOL,112.5,A,0.105,0.0471744,-10682,349.59543,14389,480.94116
8,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:51:38.917015.cam1.A_collapsed_diff.fits,107.5,775-50,IPOL,112.5,A,0.105,0.0471744,-3873,163.28207,6303,244.56721
304,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_23:38:32.226656.cam1.A_collapsed_diff.fits,107.5,Open,IPOL_MBI,112.5,A,0.105,0.0962496,[-15141.5 -27570.5  -8357.5    304.5],[527.14276341 686.0747497  245.32769118  95.00983803],[16554. 30376. 13798.  3861.],[596.76850309 840.30834733 351.05604356  95.20729071]
294,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:21:15.657913.cam1.B_collapsed_diff.fits,107.5,Open,IPOL,112.5,B,0.105,0.0471744,18876,545.51025,31065,992.92725
337,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:27:45.599597.cam1.B_collapsed_diff.fits,107.5,625-50,IPOL,112.5,B,0.105,0.0471744,755,61.63569,1716,75.21758
361,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:31:37.739706.cam1.B_collapsed_diff.fits,107.5,675-50,IPOL,112.5,B,0.105,0.0471744,4471,186.09135,7399,251.00868
724,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:39:46.178483.cam1.B_collapsed_diff.fits,107.5,725-50,IPOL,112.5,B,0.105,0.0471744,9585,316.11597,13994,442.97766
1092,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:43:38.528426.cam1.B_collapsed_diff.fits,107.5,750-50,IPOL,112.5,B,0.105,0.0471744,9355,304.8379,13891,463.67102
639,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:51:38.917015.cam1.B_collapsed_diff.fits,107.5,775-50,IPOL,112.5,B,0.105,0.0471744,3360,151.1275,6191,241.86835
904,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_23:38:32.226656.cam1.B_collapsed_diff.fits,107.5,Open,IPOL_MBI,112.5,B,0.105,0.0962496,[13812.5 20255.   5024.5  -666. ],[473.44115622 439.22594167 189.93753993  89.367456  ],[17846. 28173. 12992.  3684.],[602.50818507 549.23935597 280.3383338   90.91638334]
649,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:19:15.907845.cam1.A_collapsed_diff.fits,70,Open,IPOL,123.75,A,0.105,0.0471744,22086,725.9083,34105,1170.9847
1079,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:25:45.024815.cam1.A_collapsed_diff.fits,70,625-50,IPOL,123.75,A,0.105,0.0471744,12,58.907566,1760.5,81.64401
287,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:33:38.252538.cam1.A_collapsed_diff.fits,70,675-50,IPOL,123.75,A,0.105,0.0471744,-1321,149.05515,7401,284.54688
250,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:37:46.237698.cam1.A_collapsed_diff.fits,70,725-50,IPOL,123.75,A,0.105,0.0471744,4087,208.86304,13961,501.8558
415,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:45:39.136132.cam1.A_collapsed_diff.fits,70,750-50,IPOL,123.75,A,0.105,0.0471744,5627,216.9757,14925,531.1576
829,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:49:39.126295.cam1.A_collapsed_diff.fits,70,775-50,IPOL,123.75,A,0.105,0.0471744,4048,173.3477,8079,281.3344
945,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_23:36:06.139109.cam1.A_collapsed_diff.fits,70,Open,IPOL_MBI,123.75,A,0.105,0.0962496,[17747.5 18193.   7405.   1600. ],[572.78635651 430.56732304 211.8977504  104.50466539],[23677.5 28599.  13198.   3528.5],[774.85964171 627.69826513 306.63034684 104.5922529 ]
202,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:19:15.907845.cam1.B_collapsed_diff.fits,70,Open,IPOL,123.75,B,0.105,0.0471744,-27987,854.23834,35133,1200.4047
466,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:25:45.024815.cam1.B_collapsed_diff.fits,70,625-50,IPOL,123.75,B,0.105,0.0471744,-565,115.38049,1777,82.463264
508,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:33:38.252538.cam1.B_collapsed_diff.fits,70,675-50,IPOL,123.75,B,0.105,0.0471744,-1152,157.26622,7388,280.67328
418,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:37:46.237698.cam1.B_collapsed_diff.fits,70,725-50,IPOL,123.75,B,0.105,0.0471744,-7636,276.62524,14160,508.47842
1039,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:45:39.136132.cam1.B_collapsed_diff.fits,70,750-50,IPOL,123.75,B,0.105,0.0471744,-10278,348.24402,15155,528.8675
86,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:49:39.126295.cam1.B_collapsed_diff.fits,70,775-50,IPOL,123.75,B,0.105,0.0471744,-6389,236.8654,8238.5,303.61636
888,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_23:36:06.139109.cam1.B_collapsed_diff.fits,70,Open,IPOL_MBI,123.75,B,0.105,0.0962496,[-19990.  -24040.   -8999.5  -1628. ],[646.93529208 588.53089905 238.85161771 125.34809506],[22686.  29975.  13909.   3790.5],[794.47630589 856.77135208 385.52568548 123.06918282]
452,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:21:11.272149.cam1.A_collapsed_diff.fits,107.5,Open,IPOL,123.75,A,0.105,0.0471744,-9152,398.42047,32579,1044.9369
929,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:27:41.215862.cam1.A_collapsed_diff.fits,107.5,625-50,IPOL,123.75,A,0.105,0.0471744,-362,90.049416,1757,76.23466
700,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:31:41.648274.cam1.A_collapsed_diff.fits,107.5,675-50,IPOL,123.75,A,0.105,0.0471744,-1501,135.54497,7464,260.38293
838,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:39:42.364778.cam1.A_collapsed_diff.fits,107.5,725-50,IPOL,123.75,A,0.105,0.0471744,-4320,228.09729,14282,474.80423
668,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:43:42.437016.cam1.A_collapsed_diff.fits,107.5,750-50,IPOL,123.75,A,0.105,0.0471744,-2717,238.90665,14603,491.72412
718,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:51:34.533246.cam1.A_collapsed_diff.fits,107.5,775-50,IPOL,123.75,A,0.105,0.0471744,-229,156.61472,7066,281.3864
170,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_23:38:27.001949.cam1.A_collapsed_diff.fits,107.5,Open,IPOL_MBI,123.75,A,0.105,0.0962496,[ -6360. -13836.   -601.   2063.],[296.60452305 470.48355352 282.54916523 122.87016141],[18519.5 29734.  13709.   3536. ],[675.44042469 775.21456215 347.92711586 118.44747505]
3,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:21:11.272149.cam1.B_collapsed_diff.fits,107.5,Open,IPOL,123.75,B,0.105,0.0471744,1329,479.58597,32458,1048.1838
442,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:27:41.215862.cam1.B_collapsed_diff.fits,107.5,625-50,IPOL,123.75,B,0.105,0.0471744,-261,79.36062,1752,76.380066
1081,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:31:41.648274.cam1.B_collapsed_diff.fits,107.5,675-50,IPOL,123.75,B,0.105,0.0471744,-45,218.12419,7417,260.65546
192,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:39:42.364778.cam1.B_collapsed_diff.fits,107.5,725-50,IPOL,123.75,B,0.105,0.0471744,937,314.1764,14247.5,476.91602
72,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:43:42.437016.cam1.B_collapsed_diff.fits,107.5,750-50,IPOL,123.75,B,0.105,0.0471744,1217,286.5843,14649,501.84586
1090,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:51:34.533246.cam1.B_collapsed_diff.fits,107.5,775-50,IPOL,123.75,B,0.105,0.0471744,-259,146.54982,7075,286.97864
26,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_23:38:27.001949.cam1.B_collapsed_diff.fits,107.5,Open,IPOL_MBI,123.75,B,0.105,0.0962496,[ 4459.  5268. -3512. -2780.],[323.98609758 823.79666466 387.69119087 133.57015962],[19173. 28621. 13361.  3785.],[690.29499444 622.79597809 336.4385136  136.66959274]
340,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:19:19.817352.cam1.A_collapsed_diff.fits,70,Open,IPOL,135,A,0.105,0.0471744,5663,458.37823,33309,1129.1204
174,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:25:48.935221.cam1.A_collapsed_diff.fits,70,625-50,IPOL,135,A,0.105,0.0471744,494,107.56264,1753,81.07756
748,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:33:34.343020.cam1.A_collapsed_diff.fits,70,675-50,IPOL,135,A,0.105,0.0471744,-2554,170.96988,7473,287.02277
459,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:37:50.623467.cam1.A_collapsed_diff.fits,70,725-50,IPOL,135,A,0.105,0.0471744,-3502,336.78433,14232,513.9091
108,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:45:34.750398.cam1.A_collapsed_diff.fits,70,750-50,IPOL,135,A,0.105,0.0471744,-3233,309.89752,14541,516.8951
1089,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:49:43.033140.cam1.A_collapsed_diff.fits,70,775-50,IPOL,135,A,0.105,0.0471744,-226,156.19977,6845,263.18347
981,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_23:36:11.556891.cam1.A_collapsed_diff.fits,70,Open,IPOL_MBI,135,A,0.105,0.0962496,[6274.5 3228.5 2263.   362. ],[281.14949904 403.59001212 279.05682743 151.67401093],[21018.  29035.5 13262.   3741.5],[687.22678612 680.77404974 314.52172562 103.42672935]
698,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:19:19.817352.cam1.B_collapsed_diff.fits,70,Open,IPOL,135,B,0.105,0.0471744,-10038,355.49658,33459,1125.8105
97,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:25:48.935221.cam1.B_collapsed_diff.fits,70,625-50,IPOL,135,B,0.105,0.0471744,-806.5,68.02177,1789,82.87764
875,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:33:34.343020.cam1.B_collapsed_diff.fits,70,675-50,IPOL,135,B,0.105,0.0471744,543,178.99825,7364,277.40295
798,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:37:50.623467.cam1.B_collapsed_diff.fits,70,725-50,IPOL,135,B,0.105,0.0471744,807,292.6267,14049,502.64374
480,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:45:34.750398.cam1.B_collapsed_diff.fits,70,750-50,IPOL,135,B,0.105,0.0471744,-1093,267.4539,14375,501.12918
354,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:49:43.033140.cam1.B_collapsed_diff.fits,70,775-50,IPOL,135,B,0.105,0.0471744,-1976,128.72238,6829,251.14682
107,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_23:36:11.556891.cam1.B_collapsed_diff.fits,70,Open,IPOL_MBI,135,B,0.105,0.0962496,[-8246.5 -7470.  -2753.   -198.5],[246.7825504  415.44380701 268.94758806 115.73948117],[20659.5 29438.5 13689.5  3859. ],[702.00106928 754.66779352 365.200989   105.25799316]
515,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:21:07.363585.cam1.A_collapsed_diff.fits,107.5,Open,IPOL,135,A,0.105,0.0471744,12954,744.3703,33641,1081.5735
652,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:27:37.309021.cam1.A_collapsed_diff.fits,107.5,625-50,IPOL,135,A,0.105,0.0471744,767,62.358242,1740,75.55362
548,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:31:45.461969.cam1.A_collapsed_diff.fits,107.5,675-50,IPOL,135,A,0.105,0.0471744,3256,186.85165,7482,219.98938
357,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:39:37.884161.cam1.A_collapsed_diff.fits,107.5,725-50,IPOL,135,A,0.105,0.0471744,5412,333.8718,14131,468.9767
621,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:43:46.346524.cam1.A_collapsed_diff.fits,107.5,750-50,IPOL,135,A,0.105,0.0471744,6640,371.6351,15120,510.08017
35,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:51:30.626418.cam1.A_collapsed_diff.fits,107.5,775-50,IPOL,135,A,0.105,0.0471744,4011,247.06471,8193,278.94974
813,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_23:38:21.970788.cam1.A_collapsed_diff.fits,107.5,Open,IPOL_MBI,135,A,0.105,0.0962496,[7935.5 7355.  7424.  2673. ],[359.25428621 447.79975052 275.57275272  95.29718821],[21832.5 29166.5 13484.5  3445.5],[739.79569161 640.74861244 300.55268769  98.44498114]
1036,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:21:07.363585.cam1.B_collapsed_diff.fits,107.5,Open,IPOL,135,B,0.105,0.0471744,-20633,993.92114,34464,1130.9978
512,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:27:37.309021.cam1.B_collapsed_diff.fits,107.5,625-50,IPOL,135,B,0.105,0.0471744,-1295,76.092255,1799,360.72137
295,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:31:45.461969.cam1.B_collapsed_diff.fits,107.5,675-50,IPOL,135,B,0.105,0.0471744,-4954,272.84964,7873,272.6438
1021,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:39:37.884161.cam1.B_collapsed_diff.fits,107.5,725-50,IPOL,135,B,0.105,0.0471744,-9104.5,464.01956,14544,489.86627
741,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:43:46.346524.cam1.B_collapsed_diff.fits,107.5,750-50,IPOL,135,B,0.105,0.0471744,-8899,445.225,15468,531.30084
65,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:51:30.626418.cam1.B_collapsed_diff.fits,107.5,775-50,IPOL,135,B,0.105,0.0471744,-4920,260.80087,8409,324.3968
193,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_23:38:21.970788.cam1.B_collapsed_diff.fits,107.5,Open,IPOL_MBI,135,B,0.105,0.0962496,[-10387.  -15415.  -11057.5  -3452. ],[ 579.07747002 1075.28519852  495.02155137  119.54288888],[21302.  29472.  14073.   3839.5],[749.04661881 731.79825769 365.90108974 125.33979793]
702,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:19:23.725904.cam1.A_collapsed_diff.fits,70,Open,IPOL,146.25,A,0.105,0.0471744,-16263,908.4663,32478,1116.4181
457,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:25:52.750649.cam1.A_collapsed_diff.fits,70,625-50,IPOL,146.25,A,0.105,0.0471744,397,92.95148,1753,81.14376
116,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:33:30.529305.cam1.A_collapsed_diff.fits,70,675-50,IPOL,146.25,A,0.105,0.0471744,-3286,210.12668,7618,251.97777
559,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:37:54.532974.cam1.A_collapsed_diff.fits,70,725-50,IPOL,146.25,A,0.105,0.0471744,-10267,496.14374,14593,509.09076
1018,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:45:30.841822.cam1.A_collapsed_diff.fits,70,750-50,IPOL,146.25,A,0.105,0.0471744,-10666,485.1508,14416,510.99316
822,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:49:47.416912.cam1.A_collapsed_diff.fits,70,775-50,IPOL,146.25,A,0.105,0.0471744,-4029,223.72672,6141,237.99489
1050,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_23:36:16.394711.cam1.A_collapsed_diff.fits,70,Open,IPOL_MBI,146.25,A,0.105,0.0962496,[ -7767.5 -16267.   -5746.5  -1583.5],[444.62401233 760.99731673 462.29957605 181.10115395],[17834.  29603.5 13438.   3634.5],[615.93769202 799.72512745 353.19372273 120.18375998]
327,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:19:23.725904.cam1.B_collapsed_diff.fits,70,Open,IPOL,146.25,B,0.105,0.0471744,12521,782.48816,31855,1083.1542
56,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:25:52.750649.cam1.B_collapsed_diff.fits,70,625-50,IPOL,146.25,B,0.105,0.0471744,-426,104.82923,1773,81.59619
21,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:33:30.529305.cam1.B_collapsed_diff.fits,70,675-50,IPOL,146.25,B,0.105,0.0471744,2259,221.19336,7309,275.85696
669,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:37:54.532974.cam1.B_collapsed_diff.fits,70,725-50,IPOL,146.25,B,0.105,0.0471744,8527,433.5152,13999,507.61298
873,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:45:30.841822.cam1.B_collapsed_diff.fits,70,750-50,IPOL,146.25,B,0.105,0.0471744,7777,394.66904,13761,489.5185
525,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:49:47.416912.cam1.B_collapsed_diff.fits,70,775-50,IPOL,146.25,B,0.105,0.0471744,2459,177.52124,5993,224.9633
324,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_23:36:16.394711.cam1.B_collapsed_diff.fits,70,Open,IPOL_MBI,146.25,B,0.105,0.0962496,[ 6356.5 12748.5  5291.5  1496. ],[407.32948749 608.76012055 298.46089761 106.81141616],[18675.5 28923.  13321.5  3518.5],[642.92301667 663.36524402 327.85103708 105.73797131]
49,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:21:03.549888.cam1.A_collapsed_diff.fits,107.5,Open,IPOL,146.25,A,0.105,0.0471744,26711,940.5536,34272,1087.6412
765,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:27:33.497046.cam1.A_collapsed_diff.fits,107.5,625-50,IPOL,146.25,A,0.105,0.0471744,1455.5,71.56109,1745,76.33584
980,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:31:49.943531.cam1.A_collapsed_diff.fits,107.5,675-50,IPOL,146.25,A,0.105,0.0471744,5490,201.87265,7535,256.14813
635,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:39:33.974634.cam1.A_collapsed_diff.fits,107.5,725-50,IPOL,146.25,A,0.105,0.0471744,10611.5,393.54416,14184,466.0419
177,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:43:50.160223.cam1.A_collapsed_diff.fits,107.5,750-50,IPOL,146.25,A,0.105,0.0471744,11247,441.31754,15413,479.44446
146,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:51:26.718709.cam1.A_collapsed_diff.fits,107.5,775-50,IPOL,146.25,A,0.105,0.0471744,6185,258.6438,8669,317.7615
200,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_23:38:17.134325.cam1.A_collapsed_diff.fits,107.5,Open,IPOL_MBI,146.25,A,0.105,0.0962496,[18652.5 22409.5 10898.   1640.5],[627.2196671  520.39688731 273.25222944 123.40852171],[24161.5 28675.5 13412.   3430.5],[781.10537081 569.5473822  283.26914368  97.50999901]
433,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:21:03.549888.cam1.B_collapsed_diff.fits,107.5,Open,IPOL,146.25,B,0.105,0.0471744,-32914,1158.7947,36017,1163.7158
839,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:27:33.497046.cam1.B_collapsed_diff.fits,107.5,625-50,IPOL,146.25,B,0.105,0.0471744,-1740,352.05606,1839,372.1364
